"region","departamento","municipio","vigencia","tipoentidad","entidad","sector","fuentefinanciacion","valorcomprometido","valorobligado","valorpagado"
"Andina","Antioquia","Rionegro","2022","Municipio","RionegroAntioquia","Gobierno Territorial","Propios de las entidades territoriales","1435545852.00000000","1303478513.00000000","775062808.00000000"
"Andina","Santander","Vélez","2025","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","478835001.00000000","52371667.00000000","52371667.00000000"
"Caribe","Sucre","Guaranda","2022","Municipio",,"Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Cesar","Chiriguaná","2023","Municipio","ChiriguanáCesar","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","4015647661.00000000"
"Pacífico","Cauca","Todo el Depto","2012","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","1213838509.01000000","893905081.59000000","696594069.17000000"
"Andina","Santander","Todo el Depto","2011","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","11971186.00000000","11971186.00000000","11971186.00000000"
"Amazonas","Guainía","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","13291406.00000000","13291406.00000000","13291406.00000000"
"Pacífico","Cauca","Todo el Depto","2023","Departamento","Cauca","Cultura","Propios de las entidades territoriales","78400000.00000000","0.00000000","0.00000000"
"Pacífico","Valle del Cauca","Cartago","2021","Municipio","CartagoValle del Cauca","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Valle del Cauca","Todo el Depto","2016","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Medicina Legal y Ciencias Forenses - Fiscalía","Fiscalía","PGN - Presupuesto General de la Nación","162828620.31000000","72196756.69000000","63208395.69000000"
"Caribe","Bolívar","Río Viejo","2022","Municipio","Río ViejoBolívar","Trabajo","SGP - Sistema General de Participaciones","152600000.00000000","152600000.00000000","152600000.00000000"
"Orinoquía","Meta","Castilla la Nueva","2022","Municipio","Castilla la NuevaMeta","Gobierno Territorial","SGP - Sistema General de Participaciones","58686813.00000000","58686813.00000000","58686813.00000000"
"Caribe","Bolívar","Regidor","2022","Municipio","RegidorBolívar","Trabajo","SGP - Sistema General de Participaciones","116000000.00000000","116000000.00000000","116000000.00000000"
"Andina","Boyacá","Chinavita","2015","Municipio","ChinavitaBoyacá","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Cundinamarca","Todo el Depto","2016","Entidades Presupuesto Nacional - PGN","Registraduria Nacional del Estado Civil - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","109856000.00000000","109856000.00000000","35153920.00000000"
"Andina","Antioquia","Briceño","2025","Municipio","BriceñoAntioquia","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Pacífico","Nariño","San Pablo","2022","Municipio","San PabloNariño","Educación","Propios de las entidades territoriales","61282121.00000000","61282121.00000000","61282121.00000000"
"Andina","Huila","Algeciras","2022","Municipio","AlgecirasHuila","Gobierno Territorial","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Orinoquía","Arauca","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial Migracion Colombia - Relaciones Exteriores","Relaciones Exteriores","PGN - Presupuesto General de la Nación","5030000.00000000","5000000.00000000","5000000.00000000"
"Caribe","Córdoba","Chimá","2022","Municipio","ChimáCórdoba","Cultura","SGP - Sistema General de Participaciones","100.00000000","40.00000000","40.00000000"
"Andina","Santander","Lebrija","2023","Municipio","LebrijaSantander","Gobierno Territorial","Propios de las entidades territoriales","137038496.34000000","0.00000000","0.00000000"
"Andina","Antioquia","La Ceja","2023","Municipio","La CejaAntioquia","Transporte","Propios de las entidades territoriales","140605966.00000000","138739313.00000000","21553055.00000000"
"Andina","Santander","Lebrija","2020","Empresa pública","Empulebrija","Planeación","Propios de las EICE y SEM","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Gachantivá","2019","Municipio","GachantiváBoyacá","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","283708162.00000000"
"Orinoquía","Vichada","Todo el Depto","2021","Departamento","Vichada","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","1315741617.35000000"
"Orinoquía","Meta","Villavicencio","2022","Municipio","VillavicencioMeta","Cultura","Propios de las entidades territoriales","8750000.00000000","8750000.00000000","8750000.00000000"
"Caribe","Cesar","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","6443508150.00000000","6443508150.00000000","6443508150.00000000"
"Andina","Tolima","Palocabildo","2022","Municipio","PalocabildoTolima","Transporte","SGP - Sistema General de Participaciones","441000000.00000000","441000000.00000000","441000000.00000000"
"Andina","Cundinamarca","Nimaima","2022","Municipio","NimaimaCundinamarca","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Valle del Cauca","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Medicina Legal y Ciencias Forenses - Fiscalía","Fiscalía","PGN - Presupuesto General de la Nación","77000000.00000000","77000000.00000000","77000000.00000000"
"Andina","Santander","Todo el Depto","2024","Departamento","Santander","Educación","Propios de las entidades territoriales","3542601191.00000000","3542601191.00000000","3542601191.00000000"
"Amazonas","Guaviare","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Registraduria Nacional del Estado Civil - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","64028571.00000000","64028571.00000000","44665714.00000000"
"Andina","Tolima","Ibagué","2023","Municipio","IbaguéTolima","Transporte","SGP - Sistema General de Participaciones","4095000000.00000000","4095000000.00000000","4095000000.00000000"
"Orinoquía","Casanare","Sabanalarga","2021","Municipio","SabanalargaCasanare","Cultura","Propios de las entidades territoriales","355300193.00000000","355300193.00000000","355300193.00000000"
"Nacional","Nacional","Nacional","2021","Empresa pública","Universidad del Cauca - Educación","Educación","Propios de las EICE y SEM","0.00000000","0.00000000","400000000.00000000"
"Orinoquía","Meta","Puerto Concordia","2015","Municipio","Puerto ConcordiaMeta","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","1199195693.00000000"
"Amazonas","Putumayo","Puerto Leguízamo","2023","Privada","Entidad Sinanimo de Lucro","Cultura","Propios de los privados","0.00000000","0.00000000","0.00000000"
"Orinoquía","Meta","Cabuyaro","2019","Municipio","CabuyaroMeta","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2010","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","0.00000000","5520146482.00000000","5520146482.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2022","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","2618582874.00000000","2618582874.00000000","2618582874.00000000"
"Orinoquía","Arauca","Arauca","2015","Municipio","AraucaArauca","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","337514852.00000000"
"Nacional","Nacional","Nacional","2023","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","1114330549.00000000","750318834.25000000","689548154.25000000"
"Amazonas","Caquetá","Solita","2024","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","79839775.00000000","38323091.00000000","38323091.00000000"
"Andina","Antioquia","Hispania","2017","Municipio","HispaniaAntioquia","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Caldas","Marquetalia","2012","Municipio","MarquetaliaCaldas","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","345203843.00000000"
"Orinoquía","Meta","Lejanías","2023","Municipio","LejaníasMeta","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","0.00000000"
"Andina","Quindio","Salento","2023","Municipio","SalentoQuindio","Educación","SGP - Sistema General de Participaciones","62942.00000000","62942.00000000","62942.00000000"
"Andina","Huila","Todo el Depto","2023","Departamento","Huila","Educación","SGP - Sistema General de Participaciones","1624299480.62000000","1624299480.62000000","1624299480.62000000"
"Pacífico","Valle del Cauca","Candelaria","2023","Municipio","CandelariaValle del Cauca","Cultura","SGP - Sistema General de Participaciones","204879171.00000000","204879171.00000000","204879171.00000000"
"Caribe","Atlántico","Soledad","2022","Municipio","SoledadAtlántico","Cultura","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Bello","2022","Municipio","BelloAntioquia","Gobierno Territorial","Propios de las entidades territoriales","804822000.00000000","804822000.00000000","804822000.00000000"
"Andina","Antioquia","Valdivia","2024","Privada","Celsia Colombia Sa Esp","Educación","Obras por impuestos","19675177.40000000","19675177.40000000","19675177.40000000"
"Andina","Huila","Garzón","2019","Municipio","GarzónHuila","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","311042306.00000000"
"Amazonas","Putumayo","Puerto Leguízamo","2024","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio de la Registraduria - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","13416206.00000000","8501335.00000000","6511748.00000000"
"Andina","Boyacá","Soracá","2024","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","156000.00000000","156000.00000000","156000.00000000"
"Andina","Antioquia","Sabaneta","2019","Municipio","SabanetaAntioquia","Hacienda","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","La Guajira","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Agencia Nacional de Infraestructura - ANI - Transporte","Transporte","PGN - Presupuesto General de la Nación","4033461421.00000000","4033461421.00000000","4033461421.00000000"
"Andina","Santander","Todo el Depto","2019","Departamento","Santander","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","9596693895.00000000"
"Andina","Santander","Bucaramanga","2023","Municipio","BucaramangaSantander","Gobierno Territorial","Propios de las entidades territoriales","40000000.00000000","0.00000000","0.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2011","Entidades Presupuesto Nacional - PGN","Archivo General de la Nacion - Cultura","Cultura","PGN - Presupuesto General de la Nación","7739036.00000000","7673400.00000000","7673400.00000000"
"Caribe","Cesar","Todo el Depto","2021","Departamento","Cesar","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","2659776569.75000000"
"Pacífico","Cauca","El Tambo","2024","Municipio","El TamboCauca","Educación","SGP - Sistema General de Participaciones","460346300.00000000","460346300.00000000","460346300.00000000"
"Andina","Antioquia","Rionegro","2023","Municipio","RionegroAntioquia","Educación","Propios de las entidades territoriales","359663203.00000000","359663202.00000000","36692000.00000000"
"Caribe","Cesar","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de Organizaciones Solidarias - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","334487500.00000000","334487500.00000000","334487500.00000000"
"Andina","Antioquia","El Carmen de Viboral","2024","Municipio","El Carmen de ViboralAntioquia","Transporte","Propios de las entidades territoriales","131904976.00000000","131904976.00000000","131904976.00000000"
"Pacífico","Nariño","Todo el Depto","2010","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","876906445.00000000","876906445.00000000","796960498.00000000"
"Caribe","Cesar","San Alberto","2025","Municipio","San AlbertoCesar","Trabajo","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Risaralda","Todo el Depto","2011","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio de la Registraduria - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
